artist,song,danceability,energy,loudness,valence,yt_views,yt_likes,yt_comments,streams
Snoop Dogg,Qué Maldición,0.755,0.531,-8.051,0.683,84170696.0,1245805.0,51496.0,124225906.0
Snoop Dogg,Riders On The Storm - Fredwreck Remix,0.878,0.786,-5.273,0.831,30994885.0,369883.0,12192.0,
Lil Wayne,Love Me,0.669,0.634,-6.476,0.496,475532733.0,2941752.0,113424.0,433564491.0
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,-4.378,0.739,788318126.0,6142541.0,142101.0,1004661276.0
Lil Wayne,Mirror,0.328,0.622,-7.291,0.401,764982505.0,4833883.0,288946.0,417139141.0
Lil Wayne,Forever,0.457,0.906,-2.278,0.54,351589402.0,2019702.0,183018.0,461843097.0
Lil Wayne,6 Foot 7 Foot,0.364,0.752,-5.429,0.606,180051134.0,1119672.0,88673.0,404959319.0
Lil Wayne,Lollipop,0.832,0.43,-9.39,0.462,524707468.0,2641825.0,97534.0,387665450.0
Lil Wayne,A Milli,0.663,0.688,-8.659,0.731,11856519.0,192622.0,4934.0,432215037.0
Lil Wayne,Scared of the Dark (feat. XXXTENTACION),0.443,0.623,-6.717,0.156,7163.0,256.0,8.0,205327632.0
Lil Wayne,ay! (feat. Lil Wayne),0.742,0.617,-6.689,0.491,19671055.0,273280.0,13598.0,62736773.0
Lil Wayne,Right Above It,0.376,0.841,-4.348,0.463,46104250.0,370102.0,1649.0,238468772.0
Sia,Snowman,0.716,0.512,-6.257,0.326,215540369.0,4266217.0,67110.0,644668215.0
Sia,Unstoppable,0.468,0.779,-4.839,0.26,151276432.0,1964768.0,31983.0,731776557.0
Sia,Chandelier,0.399,0.787,-2.88,0.572,2581536372.0,12476394.0,577131.0,1404231856.0
Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,-6.589,0.0951,1953769806.0,14149628.0,396631.0,1378235205.0
Sia,Cheap Thrills,0.628,0.698,-5.608,0.732,1788225602.0,8821956.0,193866.0,1538447140.0
Sia,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,-4.931,0.561,331492365.0,3990442.0,81179.0,411692294.0
Sia,Elastic Heart,0.421,0.791,-4.998,0.499,1261263786.0,5191365.0,295936.0,733035056.0
Sia,Unstoppable - R3HAB Remix,0.678,0.744,-4.058,0.433,1298279.0,32710.0,1226.0,34819346.0
Sia,Del Mar,0.759,0.636,-5.585,0.536,106746356.0,988318.0,29233.0,300286185.0
Sia,Santa's Coming for Us,0.547,0.814,-6.191,0.724,50685969.0,494298.0,22853.0,191151662.0
Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,-9.744,0.789,41698012.0,476988.0,18380.0,1145814659.0
Fleetwood Mac,The Chain - 2004 Remaster,0.545,0.67,-8.81,0.481,63168341.0,618971.0,1942.0,800258505.0
Fleetwood Mac,Everywhere - 2017 Remaster,0.73,0.487,-10.991,0.731,53248522.0,342799.0,12135.0,615384523.0
Fleetwood Mac,Go Your Own Way - 2004 Remaster,0.583,0.947,-5.12,0.803,5109177.0,44832.0,2039.0,732367244.0
Fleetwood Mac,Landslide,0.414,0.161,-22.32,0.423,76081765.0,451100.0,24275.0,512338633.0
Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,-7.724,0.834,5410145.0,42737.0,1411.0,252302426.0
Fleetwood Mac,Little Lies - 2017 Remaster,0.64,0.649,-10.345,0.865,49292398.0,385402.0,15325.0,298619427.0
Fleetwood Mac,Rhiannon,0.723,0.49,-14.745,0.795,8490005.0,61004.0,3698.0,302893047.0
Fleetwood Mac,Gypsy,0.622,0.54,-13.99,0.847,81512369.0,436530.0,17764.0,213673856.0
Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.654,0.336,-12.825,0.947,2246595.0,23628.0,43.0,189357854.0
ABBA,Dancing Queen,0.543,0.87,-6.514,0.754,679721429.0,3253260.0,125468.0,877774503.0
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),0.749,0.491,-9.655,0.536,361288115.0,3156029.0,67741.0,519184335.0
ABBA,Mamma Mia,0.749,0.748,-7.011,0.827,272724820.0,1324658.0,38708.0,375576936.0
ABBA,Angeleyes,0.719,0.922,-6.091,0.964,7540645.0,51162.0,2172.0,135342126.0
ABBA,The Winner Takes It All,0.454,0.788,-6.748,0.52,115380254.0,512491.0,22130.0,295039369.0
ABBA,Take A Chance On Me,0.684,0.675,-8.123,0.924,142034489.0,512716.0,25315.0,250065301.0
ABBA,Lay All Your Love On Me,0.678,0.727,-7.844,0.71,2968673.0,39389.0,798.0,252601051.0
ABBA,Waterloo,0.445,0.949,-4.682,0.653,77339439.0,368779.0,14431.0,222521002.0
ABBA,Chiquitita,0.5,0.554,-8.108,0.372,219881780.0,1203620.0,48127.0,210743145.0
ABBA,Super Trouper,0.764,0.626,-8.274,0.961,90572907.0,375323.0,15600.0,208513838.0
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.652,0.259,-13.336,0.836,13683856.0,144902.0,2105.0,471405587.0
Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.262,0.137,-15.235,0.288,6422826.0,94812.0,3321.0,126469786.0
Frank Sinatra,Jingle Bells - Remastered 1999,0.512,0.339,-13.119,0.951,15255986.0,286935.0,4977.0,177473609.0
Frank Sinatra,My Way,0.401,0.381,-7.458,0.229,40356494.0,323576.0,12901.0,329370178.0
Frank Sinatra,Somethin' Stupid,0.257,0.338,-12.902,0.544,420791.0,5476.0,190.0,182673374.0
Frank Sinatra,Santa Claus Is Comin' to Town,0.646,0.204,-11.957,0.688,1679701.0,23726.0,533.0,88041370.0
Frank Sinatra,Fly Me To The Moon (In Other Words),0.668,0.26,-14.256,0.368,135669950.0,1746670.0,20771.0,506872698.0
Frank Sinatra,Strangers In The Night,0.259,0.473,-8.275,0.539,14266051.0,131664.0,3857.0,143712745.0
Frank Sinatra,That's Life,0.56,0.434,-14.151,0.664,45558716.0,271523.0,15163.0,212972149.0
Frank Sinatra,Silent Night - 1999 Remaster,0.252,0.118,-17.62,0.14,43026.0,932.0,27.0,42053170.0
Tiësto,10:35,0.696,0.793,-5.733,0.698,12850997.0,137385.0,2405.0,107996524.0
Tiësto,The Motto,0.754,0.763,-4.627,0.464,124255684.0,980422.0,16264.0,547871739.0
Tiësto,Don't Be Shy,0.77,0.787,-3.748,0.513,329901294.0,2401650.0,39197.0,481307838.0
Tiësto,Lay Low,0.534,0.855,-4.923,0.42,2192535.0,28849.0,602.0,18374300.0
Tiësto,The Business,0.798,0.62,-7.079,0.235,236818708.0,1836947.0,26791.0,980693352.0
Tiësto,Hot In It,0.748,0.841,-5.08,0.717,5891427.0,96134.0,2236.0,117679131.0
Tiësto,Pump It Louder,0.66,0.942,-2.273,0.543,2099152.0,61252.0,1238.0,27908495.0
Tiësto,Another Love - Tiësto Remix,0.79,0.764,-4.685,0.473,2182357.0,31412.0,416.0,38610617.0
Tiësto,Baila Conmigo,0.652,0.855,-6.411,0.0834,2087256.0,32315.0,693.0,32419330.0
Tiësto,Jackie Chan,0.747,0.833,-2.867,0.687,52275235.0,520812.0,11774.0,782756255.0
Elton John,Cold Heart - PNAU Remix,0.795,0.8,-6.32,0.934,396909270.0,2532714.0,46017.0,1357658479.0
Elton John,I'm Still Standing,0.504,0.904,-6.863,0.772,170453554.0,1658219.0,37642.0,649281620.0
Elton John,Hold Me Closer,0.658,0.783,-4.615,0.491,15181510.0,165237.0,6585.0,190102352.0
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,-9.119,0.341,129299713.0,960562.0,25910.0,828968108.0
Elton John,Your Song,0.554,0.315,-11.028,0.325,1591571.0,22237.0,1137.0,654292280.0
Elton John,Don't Go Breaking My Heart,0.729,0.844,-8.824,0.777,87086359.0,638960.0,15221.0,562468940.0
Elton John,Tiny Dancer,0.414,0.428,-11.097,0.282,155579484.0,650110.0,18268.0,606925181.0
Elton John,Step Into Christmas,0.526,0.925,-5.584,0.819,19096844.0,47486.0,2114.0,236457156.0
Elton John,Goodbye Yellow Brick Road - Remastered 2014,0.559,0.473,-7.712,0.397,17035966.0,209965.0,571.0,242563343.0
Elton John,Merry Christmas,0.594,0.935,-2.018,0.602,57457813.0,809894.0,26363.0,133344222.0
JAY-Z,Ni**as In Paris,0.789,0.858,-5.542,0.775,374189685.0,2521768.0,103200.0,1054470731.0
JAY-Z,Empire State Of Mind,0.491,0.956,-1.538,0.811,95231588.0,833985.0,11631.0,678424384.0
JAY-Z,Numb / Encore,0.687,0.793,-4.254,0.751,47752493.0,219401.0,4024.0,778880225.0
JAY-Z,Run This Town,0.632,0.924,-1.802,0.441,17001975.0,138161.0,5585.0,296375103.0
JAY-Z,No Church In The Wild,0.654,0.75,-7.509,0.557,106953199.0,826069.0,53502.0,293182456.0
JAY-Z,4:44,0.261,0.852,-4.965,0.431,25189646.0,272421.0,11734.0,73726722.0
JAY-Z,03' Bonnie & Clyde,0.759,0.678,-5.148,0.327,22824654.0,278099.0,5625.0,115228530.0
JAY-Z,Otis,0.754,0.631,-4.751,0.432,224971063.0,1192658.0,94999.0,170592836.0
JAY-Z,Gotta Have It,0.74,0.574,-6.938,0.33,681129.0,6477.0,291.0,128273029.0
JAY-Z,Love All (with JAY-Z),0.73,0.576,-5.442,0.155,7101653.0,51843.0,1182.0,114490460.0
21 Savage,Creepin' (with The Weeknd & 21 Savage),0.715,0.62,-6.005,0.172,17011354.0,325993.0,5530.0,279832635.0
21 Savage,Rich Flex,0.561,0.52,-9.342,0.424,3926832.0,54749.0,2569.0,311694937.0
21 Savage,Jimmy Cooks (feat. 21 Savage),0.529,0.673,-4.711,0.366,12454143.0,461647.0,14487.0,413205085.0
21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],0.671,0.658,-5.567,0.257,5384334.0,96598.0,1286.0,81603704.0
21 Savage,Pussy & Millions (feat. Travis Scott),0.749,0.63,-6.652,0.445,24885008.0,487517.0,9641.0,119787835.0
21 Savage,Glock In My Lap,0.847,0.733,-6.439,0.202,24885008.0,487517.0,9641.0,182739405.0
21 Savage,On BS,0.841,0.358,-8.368,0.329,213119.0,3427.0,120.0,100595022.0
21 Savage,Major Distribution,0.908,0.546,-10.491,0.225,7706203.0,102385.0,2065.0,107919519.0
21 Savage,Spin Bout U,0.773,0.701,-6.386,0.203,1111996.0,8576.0,154.0,87618118.0
21 Savage,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,-9.579,0.153,74244853.0,796542.0,26241.0,501420741.0
Kanye West,Bound 2,0.367,0.665,-2.821,0.31,105206228.0,1105989.0,129255.0,578115634.0
Kanye West,Heartless,0.79,0.647,-5.983,0.654,200458945.0,1310078.0,63150.0,720756420.0
Kanye West,Flashing Lights,0.639,0.628,-7.578,0.43,123256878.0,959510.0,35828.0,543286408.0
Kanye West,Ni**as In Paris,0.789,0.858,-5.542,0.775,374189685.0,2521768.0,103200.0,1054470731.0
Kanye West,Father Stretch My Hands Pt. 1,0.724,0.573,-4.113,0.438,47207589.0,587832.0,6406.0,627167330.0
Kanye West,Stronger,0.617,0.717,-7.858,0.49,432609094.0,2878369.0,156021.0,1123296395.0
Kanye West,I Wonder,0.542,0.466,-8.665,0.124,13652003.0,161439.0,692.0,302891517.0
Kanye West,Violent Crimes,0.669,0.419,-6.724,0.0397,343239.0,10149.0,398.0,335460654.0
Kanye West,Homecoming,0.667,0.747,-7.059,0.918,101552405.0,540229.0,25030.0,379099876.0
Kanye West,Gold Digger,0.629,0.696,-5.572,0.623,323806093.0,1797312.0,71502.0,853381478.0
Luis Miguel,Ahora Te Puedes Marchar,0.78,0.877,-3.683,0.909,562212517.0,2366696.0,61907.0,473691093.0
Luis Miguel,La Incondicional,0.374,0.727,-4.352,0.283,157325196.0,604843.0,20964.0,392257514.0
Luis Miguel,Hasta Que Me Olvides,0.641,0.593,-7.884,0.437,1006758.0,13068.0,1056.0,303652374.0
Luis Miguel,La Media Vuelta,0.631,0.683,-8.788,0.708,130543675.0,344687.0,11739.0,229810217.0
Luis Miguel,Culpable O No - Miénteme Como Siempre,0.54,0.367,-14.238,0.252,375491.0,4708.0,234.0,268107480.0
Luis Miguel,Por Debajo De La Mesa,0.401,0.499,-7.643,0.262,117161559.0,372824.0,11354.0,235730264.0
Luis Miguel,Tengo Todo Excepto a Ti,0.542,0.665,-8.121,0.417,47486131.0,183468.0,7981.0,189533009.0
Luis Miguel,No Sé Tú,0.389,0.443,-8.546,0.0888,140665690.0,411448.0,15387.0,172275945.0
Luis Miguel,La bikina - En vivo,0.389,0.71,-6.265,0.666,207911622.0,556658.0,24537.0,106123325.0
Luis Miguel,Sabor a Mi,0.663,0.579,-6.982,0.48,9656892.0,62146.0,758.0,127896578.0
Beyoncé,CUFF IT,0.78,0.689,-5.668,0.642,8893257.0,135456.0,2986.0,354986175.0
Beyoncé,Crazy In Love (feat. Jay-Z),0.646,0.77,-6.596,0.681,669084413.0,3218858.0,66334.0,836260550.0
Beyoncé,ALIEN SUPERSTAR,0.545,0.641,-6.398,0.464,15896207.0,226588.0,7996.0,116409094.0
Beyoncé,BREAK MY SOUL,0.693,0.887,-5.039,0.864,1230431.0,15962.0,860.0,276384322.0
Beyoncé,Halo,0.508,0.72,-5.908,0.472,1357273902.0,6931695.0,203892.0,1257746758.0
Beyoncé,Love On Top,0.652,0.749,-5.248,0.651,514532529.0,2260106.0,93092.0,524847088.0
Beyoncé,ENERGY (feat. Beam),0.903,0.519,-9.151,0.587,5840552.0,72908.0,3391.0,71933137.0
Beyoncé,Perfect Duet (Ed Sheeran & Beyoncé),0.587,0.299,-7.365,0.356,231580933.0,1998224.0,70570.0,739180747.0
Beyoncé,Drunk in Love (feat. Jay-Z),0.583,0.621,-6.902,0.399,687031207.0,2906283.0,129479.0,520085958.0
Beyoncé,Run the World (Girls),0.732,0.899,-4.237,0.759,554929045.0,2987341.0,238912.0,480726300.0
Daddy Yankee,ULALA (OOH LA LA),0.872,0.681,-4.348,0.481,9058435.0,227824.0,3837.0,42618413.0
Daddy Yankee,La Santa,0.744,0.868,-4.524,0.586,10845.0,118.0,1.0,664205050.0
Daddy Yankee,Gasolina,0.852,0.797,-6.543,0.741,23852149.0,380311.0,7976.0,536817412.0
Daddy Yankee,X ÚLTIMA VEZ,0.812,0.855,-3.725,0.573,87084154.0,884924.0,16214.0,295869713.0
Daddy Yankee,"Lo Que Pasó, Pasó",0.819,0.741,-6.538,0.84,1559861.0,20775.0,238.0,315104207.0
Daddy Yankee,Despacito,0.655,0.797,-4.787,0.839,8079646911.0,50788626.0,4252791.0,1506598267.0
Daddy Yankee,Con Calma,0.737,0.86,-2.652,0.656,2626439287.0,13036596.0,384865.0,1170562263.0
Daddy Yankee,Tu Príncipe,0.77,0.804,-5.479,0.568,39763039.0,135919.0,4338.0,203988701.0
Daddy Yankee,Llamado de Emergencia,0.703,0.909,-4.456,0.777,3647171.0,32718.0,1675.0,197998077.0
Daddy Yankee,Ella Me Levanto,0.76,0.9,-4.782,0.761,864990.0,10360.0,193.0,201700378.0
Don Toliver,Used (feat. Don Toliver),0.733,0.685,-6.228,0.837,904204.0,11866.0,131.0,49105411.0
Don Toliver,No Idea,0.652,0.631,-5.718,0.35,284033349.0,3473758.0,55136.0,682479132.0
Don Toliver,After Party,0.629,0.692,-8.045,0.453,78483083.0,1082398.0,22200.0,560791223.0
Don Toliver,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.8,0.658,-6.142,0.462,188678850.0,2671691.0,66140.0,1142825569.0
Don Toliver,Do It Right,0.662,0.515,-6.867,0.386,8818478.0,127447.0,24904.0,15859788.0
Don Toliver,Cardigan,0.747,0.497,-6.542,0.0663,24139842.0,343353.0,6184.0,171091255.0
Don Toliver,Honest (feat. Don Toliver),0.81,0.655,-6.779,0.809,30608215.0,567407.0,30951.0,92010224.0
Don Toliver,Mystery Lady,0.747,0.494,-7.957,0.624,31440593.0,542757.0,10632.0,141369736.0
Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),0.56,0.707,-6.863,0.341,19221097.0,390046.0,7678.0,77395440.0
Don Toliver,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),0.594,0.679,-3.702,0.66,712131.0,13233.0,505.0,50148408.0
Camilo,La Mitad,0.724,0.443,-3.743,0.763,166098054.0,1014895.0,14047.0,266678074.0
Camilo,KESI - Remix,0.871,0.815,-4.439,0.823,20886.0,365.0,9.0,192312139.0
Camilo,Desconocidos,0.719,0.753,-4.891,0.675,902197206.0,3044369.0,62305.0,665804353.0
Camilo,Aeropuerto,0.69,0.58,-4.395,0.708,15736532.0,152209.0,3756.0,31400753.0
Camilo,Índigo,0.754,0.778,-6.663,0.916,171403894.0,3018400.0,80704.0,205577936.0
Camilo,Si Me Dices Que Sí,0.578,0.634,-5.979,0.216,129179970.0,897239.0,13226.0,290126900.0
Camilo,El Mismo Aire - con Pablo Alborán,0.483,0.492,-6.591,0.66,174663952.0,1630182.0,32142.0,268237254.0
Camilo,Bebiendo Sola,0.589,0.642,-5.706,0.691,6825015.0,112136.0,1984.0,13702635.0
Camilo,Color Esperanza 2020,0.591,0.785,-7.768,0.785,24706293.0,557112.0,17598.0,89466323.0
Camilo,Tattoo - Remix with Camilo,0.721,0.637,-5.134,0.691,794818462.0,4767981.0,102284.0,530878132.0
Britney Spears,Hold Me Closer,0.658,0.783,-4.615,0.491,15181510.0,165238.0,6585.0,190102352.0
Britney Spears,Toxic,0.774,0.838,-3.914,0.924,593978662.0,3931975.0,155815.0,893129259.0
Britney Spears,Gimme More,0.788,0.844,-3.131,0.382,294678986.0,1776186.0,72030.0,424168867.0
Britney Spears,...Baby One More Time,0.759,0.699,-5.745,0.907,790774922.0,4595411.0,175028.0,588819207.0
Britney Spears,Oops!...I Did It Again,0.751,0.834,-5.444,0.894,398575571.0,2519778.0,100903.0,581869840.0
Britney Spears,My Only Wish (This Year),0.669,0.843,-3.766,0.702,1189091.0,7582.0,295.0,260444233.0
Britney Spears,Womanizer,0.724,0.695,-5.226,0.235,355445991.0,1489871.0,69084.0,423188557.0
Britney Spears,Circus,0.791,0.733,-5.215,0.761,215417979.0,1012974.0,46266.0,262573012.0
Britney Spears,Criminal,0.696,0.734,-5.294,0.711,200917975.0,2725163.0,122790.0,187278764.0
Britney Spears,If U Seek Amy,0.717,0.587,-7.296,0.544,127036180.0,802449.0,42897.0,145511234.0
Farruko,Pepas,0.762,0.766,-3.955,0.442,518925108.0,4581525.0,91974.0,1174282383.0
Farruko,Diles,0.813,0.56,-5.904,0.287,986386304.0,3786939.0,81763.0,628424773.0
Farruko,Si Se Da - Remix,0.817,0.672,-5.612,0.774,1202913849.0,3283909.0,54002.0,396374422.0
Farruko,Fantasias,0.879,0.703,-4.219,0.788,567182812.0,2193036.0,30404.0,569523901.0
Farruko,Calma - Remix,0.826,0.764,-4.341,0.761,2661002503.0,12824730.0,365438.0,1048932845.0
Farruko,On My Way,0.522,0.697,-5.288,0.235,496745873.0,9294232.0,318569.0,529555988.0
Farruko,Si Me Dices Que Sí,0.578,0.634,-5.979,0.216,129179970.0,897239.0,13226.0,290126900.0
Farruko,Passion Whine,0.756,0.689,-3.87,0.782,528082104.0,1592808.0,25210.0,195678858.0
Farruko,Color Esperanza 2020,0.591,0.785,-7.768,0.785,24706293.0,557112.0,17598.0,89466323.0
Farruko,Patio de la Cárcel - Tangos,0.788,0.814,-3.822,0.665,10487689.0,86026.0,1945.0,13182610.0
Wisin & Yandel,Besos Moja2,0.736,0.727,-4.642,0.644,,,,164335543.0
Wisin & Yandel,Mayor Que Usted,0.625,0.839,-4.824,0.771,,,,87208105.0
Wisin & Yandel,Vapor,0.803,0.779,-4.449,0.317,,,,32687696.0
Wisin & Yandel,Si Te Pillo,0.687,0.781,-4.657,0.655,,,,9342135.0
Wisin & Yandel,Noche De Entierro,0.868,0.764,-6.574,0.397,,,,139147141.0
Wisin & Yandel,Algo Me Gusta De Ti,0.627,0.768,-5.296,0.237,,,,41489345.0
Wisin & Yandel,Noche De Sexo,0.686,0.722,-5.4,0.515,,,,218642391.0
Wisin & Yandel,Sexy Movimiento,0.815,0.757,-6.16,0.734,,,,174187402.0
Wisin & Yandel,Si Supieras,0.691,0.894,-1.681,0.623,,,,255001593.0
Disney,"All I Want - From ""High School Musical: The Musical: The Series""",0.376,0.43,-6.585,0.129,20369344.0,462099.0,6079.0,528853212.0
Disney,I'll Make a Man Out of You,0.672,0.322,-17.669,0.496,154690126.0,807784.0,0.0,266083896.0
Disney,Part of Your World,0.274,0.144,-14.516,0.302,239113558.0,801663.0,0.0,205824087.0
Disney,If Only,0.477,0.6,-5.652,0.29,228093498.0,1681967.0,72180.0,121359658.0
Disney,Under the Sea,0.511,0.475,-14.667,0.819,320120240.0,722050.0,0.0,233844328.0
Disney,Zero To Hero,0.474,0.82,-7.699,0.697,43190273.0,179776.0,0.0,101142300.0
Disney,I Won't Say (I'm In Love),0.684,0.481,-10.305,0.48,1548721.0,23313.0,0.0,193227242.0
Disney,A Whole New World - Remastered 2022,0.273,0.227,-15.742,0.142,14170.0,141.0,0.0,244111564.0
Disney,Be Our Guest,0.435,0.391,-13.062,0.583,47339991.0,105691.0,0.0,117809204.0
Disney,Gotta Go My Own Way,0.555,0.692,-4.767,0.313,31222205.0,322458.0,11634.0,147021007.0
Chris Brown,Under The Influence,0.733,0.69,-5.529,0.31,83793080.0,1357047.0,42849.0,646937556.0
Chris Brown,Superhero (Heroes & Villains) [with Future & Chris Brown],0.526,0.606,-5.3,0.492,2242438.0,55241.0,1505.0,139674263.0
Chris Brown,No Guidance (feat. Drake),0.696,0.454,-6.756,0.136,445294846.0,3501617.0,121415.0,866702211.0
Chris Brown,Nostálgico,0.734,0.846,-3.425,0.604,89848525.0,873194.0,15899.0,381634599.0
Chris Brown,Go Crazy,0.755,0.578,-8.932,0.581,161055631.0,1813108.0,56309.0,581510489.0
Chris Brown,Forever,0.672,0.82,-4.456,0.438,310110524.0,1069833.0,54530.0,349456576.0
Chris Brown,Wet The Bed (feat. Ludacris),0.58,0.66,-7.405,0.411,62379960.0,432601.0,10064.0,92083585.0
Chris Brown,Under The Influence (Body Language),0.62,0.62,-6.322,0.459,83793080.0,1357047.0,42849.0,36852704.0
Chris Brown,Monalisa,0.828,0.726,-6.389,0.67,7338751.0,63534.0,1202.0,44683570.0
Chris Brown,With You,0.662,0.693,-4.298,0.655,595358298.0,2639677.0,96771.0,327435679.0
Tory Lanez,The Color Violet,0.645,0.534,-10.8,0.463,192177.0,2672.0,38.0,208337920.0
Tory Lanez,Lavender Sunflower,0.607,0.735,-6.065,0.964,13642.0,278.0,5.0,44638153.0
Tory Lanez,Say It,0.546,0.529,-10.511,0.247,294691541.0,2004619.0,51673.0,379059402.0
Tory Lanez,Broke In A Minute,0.929,0.7,-5.595,0.802,30154731.0,518074.0,17267.0,273237961.0
Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.904,0.723,-5.224,0.835,256025742.0,2437220.0,70659.0,638746688.0
Tory Lanez,Lady Of Namek,0.676,0.659,-5.123,0.595,17773546.0,170898.0,9500.0,53989958.0
Tory Lanez,In For It,0.383,0.531,-7.814,0.0375,1516174.0,29277.0,1631.0,76686049.0
Tory Lanez,The Take (feat. Chris Brown),0.464,0.547,-8.137,0.423,58687130.0,705272.0,7076.0,256262137.0
Tory Lanez,I LIKE,0.744,0.448,-10.426,0.279,1985424.0,53729.0,2503.0,17960938.0
Tory Lanez,And This is Just The Intro,0.53,0.517,-9.253,0.381,9379911.0,92424.0,2748.0,48972127.0
Mariah Carey,All I Want for Christmas Is You,0.336,0.627,-7.463,0.35,753218999.0,3874002.0,249083.0,1437977604.0
Mariah Carey,Christmas (Baby Please Come Home),0.561,0.782,-7.444,0.704,17209207.0,57286.0,1925.0,226569574.0
Mariah Carey,Fantasy,0.669,0.727,-7.588,0.807,104948400.0,697101.0,27832.0,257187137.0
Mariah Carey,Always Be My Baby,0.65,0.531,-8.335,0.487,306941658.0,1298739.0,43433.0,301955185.0
Mariah Carey,We Belong Together,0.837,0.462,-7.89,0.762,557340303.0,2207817.0,78714.0,431793600.0
Mariah Carey,I Know What You Want (feat. Flipmode Squad),0.648,0.759,-4.315,0.518,295026099.0,2212835.0,32922.0,227592322.0
Mariah Carey,Without You,0.576,0.526,-8.524,0.147,379787199.0,1814454.0,64494.0,194107435.0
Mariah Carey,Obsessed,0.742,0.468,-5.557,0.369,204281507.0,1613939.0,116298.0,231493779.0
Mariah Carey,Hero,0.501,0.378,-9.37,0.178,339244228.0,1304247.0,43998.0,218020440.0
Mariah Carey,O Holy Night,0.368,0.505,-7.208,0.192,106246436.0,578830.0,34527.0,102088157.0
A.R. Rahman,Mallipoo,0.715,0.654,-7.266,0.762,86199720.0,851792.0,11886.0,41725242.0
A.R. Rahman,Enna Sona,0.717,0.416,-9.875,0.381,77095861.0,622085.0,12320.0,91092219.0
A.R. Rahman,Param Sundari,0.815,0.761,-7.162,0.82,435786754.0,4077182.0,159031.0,78684300.0
A.R. Rahman,Rait Zara Si,0.563,0.495,-10.272,0.244,82721044.0,794372.0,11692.0,85746449.0
