artist,n_reviews,artist_norm,is_various,is_suspicious_token
eels,8,eels,False,False
efdemin,2,efdemin,False,False
effi briest,1,effi briest,False,False
efrim manuel menuck,1,efrim manuel menuck,False,False
efterklang,5,efterklang,False,False
egg,1,egg,False,False
egisto macchi,1,egisto macchi,False,False
egyptian hip hop,1,egyptian hip hop,False,False
egyptian lover,1,egyptian lover,False,False
egyptrixx,2,egyptrixx,False,False
eight bells,1,eight bells,False,False
eiko ishibashi,1,eiko ishibashi,False,False
eine kleine nacht musik,1,eine kleine nacht musik,False,False
einstrzende neubauten,5,einstrzende neubauten,False,False
ejecta,1,ejecta,False,False
ekkehard ehlers,6,ekkehard ehlers,False,False
el grupo nuevo de omar rodriguez-lopez,1,el grupo nuevo de omar rodriguez-lopez,False,False
el guapo,2,el guapo,False,False
el guincho,4,el guincho,False,False
el michels affair,1,el michels affair,False,False
el perro del mar,5,el perro del mar,False,False
el vy,1,el vy,False,False
el-b,1,el-b,False,False
el-p,6,el-p,False,False
elbow,7,elbow,False,False
elder ones,1,elder ones,False,False
elders of zion,1,elders of zion,False,False
eleanoora rosenholm,1,eleanoora rosenholm,False,False
eleanor friedberger,3,eleanor friedberger,False,False
electrelane,3,electrelane,False,False
electric birds,2,electric birds,False,False
electric company,2,electric company,False,False
electric guest,1,electric guest,False,False
electric light orchestra,2,electric light orchestra,False,False
electric president,1,electric president,False,False
electric six,5,electric six,False,False
electric soft parade,1,electric soft parade,False,False
electric sunset,1,electric sunset,False,False
electric turn to me,1,electric turn to me,False,False
electric wizard,1,electric wizard,False,False
electric wrms,1,electric wrms,False,False
electrik red,1,electrik red,False,False
electronicat,2,electronicat,False,False
elefant,2,elefant,False,False
elektro4,1,elektro4,False,False
elephant man,2,elephant man,False,False
elephant micah,1,elephant micah,False,False
elevator,1,elevator,False,False
eleven tigers,1,eleven tigers,False,False
eleventh dream day,5,eleventh dream day,False,False
elf power,8,elf power,False,False
eliane radigue,1,eliane radigue,False,False
elijah,1,elijah,False,False
eliot lipp,2,eliot lipp,False,False
elisa ambrogio,1,elisa ambrogio,False,False
elite gymnastics,2,elite gymnastics,False,False
elizabeth anka vajagic,1,elizabeth anka vajagic,False,False
elizabeth morris,1,elizabeth morris,False,False
elk city,3,elk city,False,False
ellen allien,11,ellen allien,False,False
ellery eskelin,2,ellery eskelin,False,False
ellie goulding,3,ellie goulding,False,False
elliott,1,elliott,False,False
elliott sharp,1,elliott sharp,False,False
elliott smith,6,elliott smith,False,False
elliphant,3,elliphant,False,False
elsa stansfield,1,elsa stansfield,False,False
elton dean,1,elton dean,False,False
eltro,1,eltro,False,False
eluvium,8,eluvium,False,False
elvis costello,15,elvis costello,False,False
elvis depressedly,1,elvis depressedly,False,False
elvis perkins,1,elvis perkins,False,False
elvis perkins in dearland,3,elvis perkins in dearland,False,False
elvis presley,2,elvis presley,False,False
elysia crampton,2,elysia crampton,False,False
elysian fields,1,elysian fields,False,False
elza soares,1,elza soares,False,False
elzhi,1,elzhi,False,False
ema,3,ema,False,False
emanon,1,emanon,False,False
embarrassment,1,embarrassment,False,False
embrace,1,embrace,False,False
embryo,1,embryo,False,False
emc,1,emc,False,False
emeli sand,1,emeli sand,False,False
emerald down,1,emerald down,False,False
emeralds,2,emeralds,False,False
emika,2,emika,False,False
emil nikolaisen,1,emil nikolaisen,False,False
emilana torrini,1,emilana torrini,False,False
emiliana torrini,1,emiliana torrini,False,False
emily,2,emily,False,False
emily haines,2,emily haines,False,False
emily jane white,2,emily jane white,False,False
emily reo,1,emily reo,False,False
eminem,6,eminem,False,False
emma pollock,2,emma pollock,False,False
emma ruth rundle,2,emma ruth rundle,False,False
emmanuel jal,2,emmanuel jal,False,False
emmy the great,2,emmy the great,False,False
emmylou harris,1,emmylou harris,False,False
emperor,1,emperor,False,False
emperor x,2,emperor x,False,False
empire of the sun,2,empire of the sun,False,False
empire state,1,empire state,False,False
empress of,1,empress of,False,False
empty flowers,1,empty flowers,False,False
emptymansions,1,emptymansions,False,False
enabler,1,enabler,False,False
endless boogie,3,endless boogie,False,False
endless bummer,1,endless bummer,False,False
endochine,1,endochine,False,False
enduser,3,enduser,False,False
enemy,1,enemy,False,False
engine down,2,engine down,False,False
engineers,1,engineers,False,False
ennio morricone,3,ennio morricone,False,False
eno,3,eno,False,False
enon,6,enon,False,False
ensemble,2,ensemble,False,False
ensemble dal niente,1,ensemble dal niente,False,False
ensemble double-up,1,ensemble double-up,False,False
ensemble pearl,1,ensemble pearl,False,False
enslaved,2,enslaved,False,False
enter shikari,1,enter shikari,False,False
entrance,2,entrance,False,False
envelopes,1,envelopes,False,False
envy,2,envy,False,False
enya,1,enya,False,False
eola,1,eola,False,False
epmd,1,epmd,False,False
epstein,1,epstein,False,False
erase errata,5,erase errata,False,False
erasure,1,erasure,False,False
erdem helvacioglu,1,erdem helvacioglu,False,False
eric b.,1,eric b.,False,False
eric bachmann,3,eric bachmann,False,False
eric caboor,1,eric caboor,False,False
eric copeland,6,eric copeland,False,False
eric dolphy,1,eric dolphy,False,False
eric idle,1,eric idle,False,False
eric malmberg,1,eric malmberg,False,False
eric matthews,2,eric matthews,False,False
eric prydz,1,eric prydz,False,False
eric's trip,1,eric's trip,False,False
erick sermon,1,erick sermon,False,False
erik friedlander,2,erik friedlander,False,False
erik sanko,1,erik sanko,False,False
erika elder,4,erika elder,False,False
erika spring,1,erika spring,False,False
erkin koray,1,erkin koray,False,False
erland,1,erland,False,False
erlend ye,2,erlend ye,False,False
ernest gonzales,1,ernest gonzales,False,False
erykah badu,5,erykah badu,False,False
esben,3,esben,False,False
escort,2,escort,False,False
esg,1,esg,False,False
eskimeaux,2,eskimeaux,False,False
eskmo,2,eskmo,False,False
esmerine,2,esmerine,False,False
especia,1,especia,False,False
esperanza spalding,1,esperanza spalding,False,False
espers,4,espers,False,False
essaie pas,1,essaie pas,False,False
essential logic,1,essential logic,False,False
esser,1,esser,False,False
essie jain,3,essie jain,False,False
estasy,1,estasy,False,False
estelle,3,estelle,False,False
ester drang,1,ester drang,False,False
eszter balint,1,eszter balint,False,False
et sans,1,et sans,False,False
eternal summers,4,eternal summers,False,False
eternal tapestry,4,eternal tapestry,False,False
ethan gold,1,ethan gold,False,False
ethan rose,1,ethan rose,False,False
ethel,1,ethel,False,False
ethernet,2,ethernet,False,False
etienne jaumet,1,etienne jaumet,False,False
etiquette,1,etiquette,False,False
etran finatawa,2,etran finatawa,False,False
etta james,1,etta james,False,False
eugene mcdaniels,1,eugene mcdaniels,False,False
eugene mcguinness,1,eugene mcguinness,False,False
eugene mirman,2,eugene mirman,False,False
eula,1,eula,False,False
eulogies,3,eulogies,False,False
euphone,3,euphone,False,False
euros childs,2,euros childs,False,False
evan caminiti,1,evan caminiti,False,False
evan voytas,1,evan voytas,False,False
evangelicals,2,evangelicals,False,False
evangelista,2,evangelista,False,False
evergreen,1,evergreen,False,False
everybody uh oh,1,everybody uh oh,False,False
everybody was in the french resistance...now!,1,everybody was in the french resistance...now!,False,False
everything but the girl,3,everything but the girl,False,False
everything everything,3,everything everything,False,False
evian christ,1,evian christ,False,False
evoken,1,evoken,False,False
ewan pearson,2,ewan pearson,False,False
ex cops,2,ex cops,False,False
ex hex,1,ex hex,False,False
ex models,1,ex models,False,False
ex reverie,1,ex reverie,False,False
ex-boyfriends,1,ex-boyfriends,False,False
ex-cult,3,ex-cult,False,False
ex-girl,1,ex-girl,False,False
excepter,13,excepter,False,False
exhaust,1,exhaust,False,False
exhumed,1,exhumed,False,False
exile,3,exile,False,False
exitmusic,1,exitmusic,False,False
expensive looks,1,expensive looks,False,False
experimental dental school,1,experimental dental school,False,False
exploding star orchestra,2,exploding star orchestra,False,False
explosion robinson,1,explosion robinson,False,False
explosions in the sky,9,explosions in the sky,False,False
extra golden,3,extra golden,False,False
eyeball skeleton,1,eyeball skeleton,False,False
eyedea,2,eyedea,False,False
eyehategod,1,eyehategod,False,False
eyeless in gaza,1,eyeless in gaza,False,False
eyes adrift,1,eyes adrift,False,False
eyvind kang,1,eyvind kang,False,False
ez t,1,ez t,False,False
ezale,1,ezale,False,False
ezra furman,1,ezra furman,False,False
f ingers,1,f ingers,False,False
f(x),1,f(x),False,False
f.s. blumm,2,f.s. blumm,False,False
fabolous,1,fabolous,False,False
fabulous diamonds,3,fabulous diamonds,False,False
facedowninshit,1,facedowninshit,False,False
factory floor,2,factory floor,False,False
failing lights,1,failing lights,False,False
failure,1,failure,False,False
fairmont,1,fairmont,False,False
fairport convention,1,fairport convention,False,False
faith healer,1,faith healer,False,False
faith no more,2,faith no more,False,False
faithless,1,faithless,False,False
fake boyfriend,1,fake boyfriend,False,False
fake palms,1,fake palms,False,False
false,1,false,False,False
faltydl,4,faltydl,False,False
family,7,family,False,False
family band,1,family band,False,False
family portrait,1,family portrait,False,False
fan club orchestra,1,fan club orchestra,False,False
fan modine,1,fan modine,False,False
fancey,2,fancey,False,False
fanfarlo,1,fanfarlo,False,False
fang island,2,fang island,False,False
fannypack,2,fannypack,False,False
fantastic plastic machine,1,fantastic plastic machine,False,False
fantmas,3,fantmas,False,False
farao,1,farao,False,False
faraquet,2,faraquet,False,False
farben,1,farben,False,False
fat jack,1,fat jack,False,False
fat jon the ample soul physician,1,fat jon the ample soul physician,False,False
fat ray,1,fat ray,False,False
fat trel,1,fat trel,False,False
fat white family,2,fat white family,False,False
fat worm of error,1,fat worm of error,False,False
fatal flying guilloteens,1,fatal flying guilloteens,False,False
fatboy slim,6,fatboy slim,False,False
father,2,father,False,False
father john misty,2,father john misty,False,False
father yod,1,father yod,False,False
father's children,1,father's children,False,False
fatima,1,fatima,False,False
fatima al qadiri,4,fatima al qadiri,False,False
fatoumata diawara,1,fatoumata diawara,False,False
faultline,1,faultline,False,False
faun fables,2,faun fables,False,False
faunts,1,faunts,False,False
faust,8,faust,False,False
favourite sons,1,favourite sons,False,False
fe-mail,2,fe-mail,False,False
feadz,1,feadz,False,False
fear of men,2,fear of men,False,False
feathers,1,feathers,False,False
feeding people,1,feeding people,False,False
feedtime,1,feedtime,False,False
feist,5,feist,False,False
fela kuti,5,fela kuti,False,False
felicita,1,felicita,False,False
felipe,1,felipe,False,False
felix,2,felix,False,False
felix da housecat,4,felix da housecat,False,False
felix k,1,felix k,False,False
felix kubin,1,felix kubin,False,False
felt,3,felt,False,False
feltbattery,1,feltbattery,False,False
fembots,1,fembots,False,False
femi kuti,1,femi kuti,False,False
fenn o'berg,3,fenn o'berg,False,False
fennesz,17,fennesz,False,False
fennesz daniell buck,1,fennesz daniell buck,False,False
feral,1,feral,False,False
ferenc,1,ferenc,False,False
fergus,2,fergus,False,False
fern knight,1,fern knight,False,False
ferraby lionheart,1,ferraby lionheart,False,False
ferraro,1,ferraro,False,False
festival,1,festival,False,False
fetty wap,3,fetty wap,False,False
feu thrse,1,feu thrse,False,False
fever ray,1,fever ray,False,False
ffa coffi pawb,1,ffa coffi pawb,False,False
ffs,1,ffs,False,False
fhloston paradigm,1,fhloston paradigm,False,False
fidlar,2,fidlar,False,False
field music,6,field music,False,False
field report,2,field report,False,False
fields,2,fields,False,False
fiend,1,fiend,False,False
fifth harmony,2,fifth harmony,False,False
fifths of seven,1,fifths of seven,False,False
fight amp,1,fight amp,False,False
fight bite,1,fight bite,False,False
fight the big bull,1,fight the big bull,False,False
figurine,1,figurine,False,False
figurines,3,figurines,False,False
fila brazillia,1,fila brazillia,False,False
filament,1,filament,False,False
filastine,2,filastine,False,False
film school,3,film school,False,False
fin fang foom,1,fin fang foom,False,False
final conflict,1,final conflict,False,False
final fantasy,3,final fantasy,False,False
finale,1,finale,False,False
fingathing,1,fingathing,False,False
fingers inc.,1,fingers inc.,False,False
finishing school,1,finishing school,False,False
fins,1,fins,False,False
fiona apple,3,fiona apple,False,False
fire engines,2,fire engines,False,False
firehose,1,firehose,False,False
firesign theatre,1,firesign theatre,False,False
firewater,2,firewater,False,False
fireworks,1,fireworks,False,False
first aid kit,2,first aid kit,False,False
first nation,1,first nation,False,False
fis,1,fis,False,False
fischerspooner,2,fischerspooner,False,False
fka twigs,3,fka twigs,False,False
flaamingos,1,flaamingos,False,False
flake music,2,flake music,False,False
flamin' groovies,2,flamin' groovies,False,False
flanger,1,flanger,False,False
flash hawk parlor ensemble,1,flash hawk parlor ensemble,False,False
flasher,1,flasher,False,False
flashy python,1,flashy python,False,False
flat earth society,1,flat earth society,False,False
flatbush zombies,1,flatbush zombies,False,False
fleet foxes,3,fleet foxes,False,False
fleetwood mac,3,fleetwood mac,False,False
flesh world,1,flesh world,False,False
flgel,1,flgel,False,False
flicia atkinson,1,flicia atkinson,False,False
flickerstick,1,flickerstick,False,False
flight of the conchords,2,flight of the conchords,False,False
flim,3,flim,False,False
flin flon,1,flin flon,False,False
fllakzoid,2,fllakzoid,False,False
flo morrissey,1,flo morrissey,False,False
floating flower,1,floating flower,False,False
floating points,3,floating points,False,False
flock of dimes,1,flock of dimes,False,False
floor,1,floor,False,False
floored by four,1,floored by four,False,False
floorplan,1,floorplan,False,False
florence,4,florence,False,False
florene,1,florene,False,False
florian fricke,1,florian fricke,False,False
florian hecker,2,florian hecker,False,False
florian kupfer,2,florian kupfer,False,False
floris vanhoof,1,floris vanhoof,False,False
florist,1,florist,False,False
flotation toy warning,1,flotation toy warning,False,False
flowers forever,1,flowers forever,False,False
flssin,1,flssin,False,False
fluke,1,fluke,False,False
flume,4,flume,False,False
fly pan am,4,fly pan am,False,False
flying,1,flying,False,False
flying canyon,1,flying canyon,False,False
flying lotus,7,flying lotus,False,False
flying luttenbachers,1,flying luttenbachers,False,False
flying saucer attack,3,flying saucer attack,False,False
fm3,1,fm3,False,False
foals,5,foals,False,False
foetus,3,foetus,False,False
fog,6,fog,False,False
fol chen,3,fol chen,False,False
fonica,1,fonica,False,False
fontanelle,1,fontanelle,False,False
foo fighters,9,foo fighters,False,False
food for animals,2,food for animals,False,False
fool's gold,2,fool's gold,False,False
foot village,2,foot village,False,False
for against,1,for against,False,False
for stars,2,for stars,False,False
forcefield,1,forcefield,False,False
ford,1,ford,False,False
foreign born,3,foreign born,False,False
foreign legion,1,foreign legion,False,False
forest fire,2,forest fire,False,False
forest swords,4,forest swords,False,False
forgotten tomb,1,forgotten tomb,False,False
forma,1,forma,False,False
former ghosts,1,former ghosts,False,False
fort romeau,3,fort romeau,False,False
forte,1,forte,False,False
forward,2,forward,False,False
foster the people,1,foster the people,False,False
fountains of wayne,4,fountains of wayne,False,False
four tet,15,four tet,False,False
four volts,1,four volts,False,False
fourth of july,1,fourth of july,False,False
fovea hex,3,fovea hex,False,False
fox millions duo,1,fox millions duo,False,False
foxes,1,foxes,False,False
foxes in fiction,2,foxes in fiction,False,False
foxing,1,foxing,False,False
foxygen,3,foxygen,False,False
francis,2,francis,False,False
franco,2,franco,False,False
frank,1,frank,False,False
frank black,8,frank black,False,False
frank fairfield,1,frank fairfield,False,False
frank ocean,3,frank ocean,False,False
frank sinatra,2,frank sinatra,False,False
frankie cosmos,3,frankie cosmos,False,False
frankie knuckles,1,frankie knuckles,False,False
frankie reyes,1,frankie reyes,False,False
frankie rose,3,frankie rose,False,False
frankie sparo,3,frankie sparo,False,False
franklin bruno,2,franklin bruno,False,False
franoise hardy,1,franoise hardy,False,False
franz ferdinand,6,franz ferdinand,False,False
franz hautzinger,1,franz hautzinger,False,False
franz nicolay,1,franz nicolay,False,False
frausdots,1,frausdots,False,False
frazey ford,1,frazey ford,False,False
freakwater,4,freakwater,False,False
fred anderson,1,fred anderson,False,False
fred falke,1,fred falke,False,False
fred frith,1,fred frith,False,False
fred lonberg-holm,2,fred lonberg-holm,False,False
fred mcdowell,1,fred mcdowell,False,False
fred squire,1,fred squire,False,False
fred thomas,1,fred thomas,False,False
freddie gibbs,8,freddie gibbs,False,False
fredrik,2,fredrik,False,False
free blood,1,free blood,False,False
free energy,2,free energy,False,False
free kitten,1,free kitten,False,False
freedy johnston,2,freedy johnston,False,False
freelance whales,1,freelance whales,False,False
freeman,1,freeman,False,False
freescha,1,freescha,False,False
freestyle fellowship,2,freestyle fellowship,False,False
freeway,7,freeway,False,False
french kicks,5,french kicks,False,False
french montana,7,french montana,False,False
french toast,2,french toast,False,False
frenemies,1,frenemies,False,False
frida hyvnen,2,frida hyvnen,False,False
fridge,4,fridge,False,False
friend,1,friend,False,False
friendly fires,2,friendly fires,False,False
friendly foes,1,friendly foes,False,False
friends,4,friends,False,False
friends forever,1,friends forever,False,False
friends of dean martinez,5,friends of dean martinez,False,False
frightened rabbit,7,frightened rabbit,False,False
fripp,3,fripp,False,False
fritz ostermayer,1,fritz ostermayer,False,False
frog eyes,9,frog eyes,False,False
from indian lakes,1,from indian lakes,False,False
from monument to masses,1,from monument to masses,False,False
from quagmire,1,from quagmire,False,False
frost,1,frost,False,False
fruit bats,5,fruit bats,False,False
fruit tree foundation,1,fruit tree foundation,False,False
fuck,1,fuck,False,False
fuck buttons,3,fuck buttons,False,False
fuck the facts,2,fuck the facts,False,False
fucked up,7,fucked up,False,False
fudge,1,fudge,False,False
fugazi,4,fugazi,False,False
fugees,1,fugees,False,False
fugu,1,fugu,False,False
fujiya,4,fujiya,False,False
full of hell,2,full of hell,False,False
fulton lights,1,fulton lights,False,False
function,1,function,False,False
fungi girls,1,fungi girls,False,False
funk factory,1,funk factory,False,False
funkadelic,2,funkadelic,False,False
funki porcini,1,funki porcini,False,False
funkstrung,1,funkstrung,False,False
fursaxa,2,fursaxa,False,False
fury,1,fury,False,False
fussible,1,fussible,False,False
future,13,future,False,False
future bible heroes,3,future bible heroes,False,False
future brown,1,future brown,False,False
future clouds,2,future clouds,False,False
future death,1,future death,False,False
future islands,4,future islands,False,False
future of the left,5,future of the left,False,False
future pilot aka,2,future pilot aka,False,False
futurebirds,1,futurebirds,False,False
fuzz,2,fuzz,False,False
fyfe dangerfield,1,fyfe dangerfield,False,False
g herbo,1,g herbo,False,False
g perico,1,g perico,False,False
g-dragon,1,g-dragon,False,False
g-eazy,2,g-eazy,False,False
g-man (aka gez varley),1,g-man (aka gez varley),False,False
g-side,4,g-side,False,False
g.l.o.s.s.,1,g.l.o.s.s.,False,False
g.o.o.d. music,1,g.o.o.d. music,False,False
gabi,1,gabi,False,False
gabriel kahane,1,gabriel kahane,False,False
gabriel saloman,1,gabriel saloman,False,False
gacha,1,gacha,False,False
gadget,1,gadget,False,False
gag,1,gag,False,False
gaika,1,gaika,False,False
gaji,2,gaji,False,False
gala drop,1,gala drop,False,False
galaxie 500,3,galaxie 500,False,False
galcher lustwerk,1,galcher lustwerk,False,False
galerie stratique,1,galerie stratique,False,False
gallant,1,gallant,False,False
gallygows,1,gallygows,False,False
game theory,1,game theory,False,False
games,1,games,False,False
gang colours,1,gang colours,False,False
gang gang dance,7,gang gang dance,False,False
gang of four,5,gang of four,False,False
gang starr,2,gang starr,False,False
gang wizard,1,gang wizard,False,False
ganglians,2,ganglians,False,False
gangrene,3,gangrene,False,False
gap dream,2,gap dream,False,False
garbage,4,garbage,False,False
gardens,3,gardens,False,False
gardland,1,gardland,False,False
garfunkel,2,garfunkel,False,False
gary floyd,1,gary floyd,False,False
gary higgins,3,gary higgins,False,False
gary lucas,2,gary lucas,False,False
gary war,1,gary war,False,False
gary wilson,4,gary wilson,False,False
gas,3,gas,False,False
gase,2,gase,False,False
gasp,1,gasp,False,False
gass,1,gass,False,False
gate,1,gate,False,False
gatecreeper,1,gatecreeper,False,False
gatekeeper,3,gatekeeper,False,False
gatto fritto,1,gatto fritto,False,False
gauntlet hair,2,gauntlet hair,False,False
gaussian curve,1,gaussian curve,False,False
gavin russom,1,gavin russom,False,False
gaye su akyol,1,gaye su akyol,False,False
gayngs,1,gayngs,False,False
gaz coombes,1,gaz coombes,False,False
gaza,1,gaza,False,False
geeez'n'gosh,1,geeez'n'gosh,False,False
geiger,1,geiger,False,False
gem club,2,gem club,False,False
gena rowlands band,1,gena rowlands band,False,False
gene,1,gene,False,False
gene defcon,1,gene defcon,False,False
gene estribou,1,gene estribou,False,False
gene the southern child,1,gene the southern child,False,False
generationals,2,generationals,False,False
genghis tron,1,genghis tron,False,False
gentleman jesse,2,gentleman jesse,False,False
gentleman reg,2,gentleman reg,False,False
geoff barrow,1,geoff barrow,False,False
geoff farina,1,geoff farina,False,False
geoff soule,1,geoff soule,False,False
geoffrey o'connor,1,geoffrey o'connor,False,False
george,3,george,False,False
george fitzgerald,1,george fitzgerald,False,False
george harrison,1,george harrison,False,False
georgia anne muldrow,5,georgia anne muldrow,False,False
georgie james,1,georgie james,False,False
geotic,2,geotic,False,False
germans,1,germans,False,False
geronimo,2,geronimo,False,False
gerry mitchell,1,gerry mitchell,False,False
gerry read,1,gerry read,False,False
gesaffelstein,1,gesaffelstein,False,False
get back guinozzi!,1,get back guinozzi!,False,False
get him eat him,2,get him eat him,False,False
get hustle,1,get hustle,False,False
geti,1,geti,False,False
gez varley,1,gez varley,False,False
gggs,1,gggs,False,False
ghetto ghouls,1,ghetto ghouls,False,False
ghislain poirier,2,ghislain poirier,False,False
ghost,8,ghost,False,False
ghost cauldron,1,ghost cauldron,False,False
ghost culture,1,ghost culture,False,False
ghost of monkshood,1,ghost of monkshood,False,False
ghost outfit,1,ghost outfit,False,False
ghost stories,1,ghost stories,False,False
ghost wave,1,ghost wave,False,False
ghostface,1,ghostface,False,False
ghostface killah,11,ghostface killah,False,False
ghostland observatory,2,ghostland observatory,False,False
ghq,2,ghq,False,False
giant drag,1,giant drag,False,False
giant sand,4,giant sand,False,False
giant squid,1,giant squid,False,False
giddy motors,2,giddy motors,False,False
gift of gab,2,gift of gab,False,False
gigi,2,gigi,False,False
gil scott-heron,2,gil scott-heron,False,False
gilberto assis,1,gilberto assis,False,False
gilles peterson,1,gilles peterson,False,False
gillian welch,3,gillian welch,False,False
ginger brooks takahashi,1,ginger brooks takahashi,False,False
giorgio moroder,2,giorgio moroder,False,False
giraffage,1,giraffage,False,False
girl band,2,girl band,False,False
girl talk,4,girl talk,False,False
girl unit,1,girl unit,False,False
girlpool,1,girlpool,False,False
girls,3,girls,False,False
girls against boys,2,girls against boys,False,False
girls aloud,2,girls aloud,False,False
girls names,2,girls names,False,False
girlsareshort,1,girlsareshort,False,False
githead,4,githead,False,False
glacial,1,glacial,False,False
glass candy,3,glass candy,False,False
glass ghost,1,glass ghost,False,False
glasser,2,glasser,False,False
glassine,1,glassine,False,False
glasvegas,2,glasvegas,False,False
glen campbell,1,glen campbell,False,False
glen hall,1,glen hall,False,False
glen hansard,1,glen hansard,False,False
glenn branca,2,glenn branca,False,False
glenn jones,2,glenn jones,False,False
glenn kotche,5,glenn kotche,False,False
glifted,1,glifted,False,False
glitterbug,1,glitterbug,False,False
glitterbust,1,glitterbust,False,False
global goon,1,global goon,False,False
global home project,1,global home project,False,False
gloria ann taylor,1,gloria ann taylor,False,False
glorytellers,1,glorytellers,False,False
gls,1,gls,False,False
gnarls barkley,2,gnarls barkley,False,False
gnaw,1,gnaw,False,False
gnaw their tongues,1,gnaw their tongues,False,False
go back snowball - robert pollard,1,go back snowball - robert pollard,False,False
goa,1,goa,False,False
goat,3,goat,False,False
goatsnake,1,goatsnake,False,False
goatwhore,2,goatwhore,False,False
gobby,1,gobby,False,False
goblin cock,2,goblin cock,False,False
god,2,god,False,False
god help the girl,2,god help the girl,False,False
god seed,1,god seed,False,False
godflesh,2,godflesh,False,False
godin,1,godin,False,False
gods wisdom,1,gods wisdom,False,False
godspeed you! black emperor,4,godspeed you! black emperor,False,False
gogo penguin,1,gogo penguin,False,False
gogogo airheart,3,gogogo airheart,False,False
gogol bordello,5,gogol bordello,False,False
gojira,3,gojira,False,False
gold chains,3,gold chains,False,False
gold leaves,1,gold leaves,False,False
gold panda,5,gold panda,False,False
gold sparkle band,1,gold sparkle band,False,False
gold-bears,2,gold-bears,False,False
goldcard,1,goldcard,False,False
golden animals,1,golden animals,False,False
golden ball,1,golden ball,False,False
golden grrrls,1,golden grrrls,False,False
golden retriever,1,golden retriever,False,False
golden smog,2,golden smog,False,False
golden suits,1,golden suits,False,False
golden triangle,1,golden triangle,False,False
goldfrapp,8,goldfrapp,False,False
goldie,2,goldie,False,False
goldie lookin' chain,1,goldie lookin' chain,False,False
goldlink,2,goldlink,False,False
goldrush,1,goldrush,False,False
gomez,5,gomez,False,False
gone,1,gone,False,False
gone is gone,1,gone is gone,False,False
gonjasufi,5,gonjasufi,False,False
gonno,1,gonno,False,False
good shoes,2,good shoes,False,False
good willsmith,1,good willsmith,False,False
goodheart allen powell trio,1,goodheart allen powell trio,False,False
goodie mob,2,goodie mob,False,False
goodiepal,1,goodiepal,False,False
goon moon,1,goon moon,False,False
gord downie,1,gord downie,False,False
gordon gano,1,gordon gano,False,False
gorguts,1,gorguts,False,False
gorilla monsoon,1,gorilla monsoon,False,False
gorillaz,7,gorillaz,False,False
gorky's zygotic mynci,5,gorky's zygotic mynci,False,False
gosling,1,gosling,False,False
gospel,1,gospel,False,False
gospel music,1,gospel music,False,False
gossip,7,gossip,False,False
gotye,2,gotye,False,False
gowns,1,gowns,False,False
grace jones,3,grace jones,False,False
grace period,1,grace period,False,False
graeme downes,1,graeme downes,False,False
graham coxon,4,graham coxon,False,False
graham wright,1,graham wright,False,False
grails,4,grails,False,False
gram parsons,2,gram parsons,False,False
grampall jookabox,1,grampall jookabox,False,False
grand archives,2,grand archives,False,False
grand duchy,1,grand duchy,False,False
grand mal,1,grand mal,False,False
grand ole party,1,grand ole party,False,False
grandaddy,7,grandaddy,False,False
grandmaster flash,2,grandmaster flash,False,False
grant hart,3,grant hart,False,False
grant lee buffalo,1,grant lee buffalo,False,False
grant mclennan,1,grant mclennan,False,False
grass widow,2,grass widow,False,False
grave babies,1,grave babies,False,False
grave miasma,1,grave miasma,False,False
gravenhurst,5,gravenhurst,False,False
graveyard,2,graveyard,False,False
gravy train!!!!,1,gravy train!!!!,False,False
graze,1,graze,False,False
great lake swimmers,5,great lake swimmers,False,False
great lakes,1,great lakes,False,False
great lakes myth society,1,great lakes myth society,False,False
great northern,1,great northern,False,False
greater california,1,greater california,False,False
green day,5,green day,False,False
green velvet,1,green velvet,False,False
greg ashley,1,greg ashley,False,False
greg davis,4,greg davis,False,False
greg dulli,2,greg dulli,False,False
greg saunier,1,greg saunier,False,False
greg weeks,2,greg weeks,False,False
gregg bendian,1,gregg bendian,False,False
gregg bendian's interzone,1,gregg bendian's interzone,False,False
gregg kowalsky,1,gregg kowalsky,False,False
gregor samsa,3,gregor samsa,False,False
gregory,1,gregory,False,False
gregory porter,1,gregory porter,False,False
greneberg,1,greneberg,False,False
greta morgan,1,greta morgan,False,False
greymachine,1,greymachine,False,False
greys,1,greys,False,False
gridlink,1,gridlink,False,False
grieves,2,grieves,False,False
grim tower,1,grim tower,False,False
grimes,5,grimes,False,False
grinderman,3,grinderman,False,False
gringo star,1,gringo star,False,False
grizzly bear,7,grizzly bear,False,False
grmln,1,grmln,False,False
grooms,4,grooms,False,False
groove armada,2,groove armada,False,False
group doueh,1,group doueh,False,False
grouper,6,grouper,False,False
growing,5,growing,False,False
grs och stenar,1,grs och stenar,False,False
gruff rhys,4,gruff rhys,False,False
grumbling fur,1,grumbling fur,False,False
gruppo di improvvisazione nuova consonanza,1,gruppo di improvvisazione nuova consonanza,False,False
guapo,2,guapo,False,False
guardian alien,2,guardian alien,False,False
guards,1,guards,False,False
gucci mane,20,gucci mane,False,False
gudrun gut,1,gudrun gut,False,False
guerilla toss,2,guerilla toss,False,False
gui boratto,3,gui boratto,False,False
guided by voices,23,guided by voices,False,False
guido,2,guido,False,False
guillemots,4,guillemots,False,False
guilty simpson,3,guilty simpson,False,False
guitar,1,guitar,False,False
guitar wolf,2,guitar wolf,False,False
gum,1,gum,False,False
